Name,SC_PSNR
Simulated_V4\026_OrigSim4Vcomp.jpg,0.425
Simulated_V4\027_OrigSim4Vcomp.jpg,0.425
,
Simulated_V4\029_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\030_OrigSim4Vcomp.jpg,0.675
Simulated_V4\031_OrigSim4Vcomp.jpg,1.175
Simulated_V4\034_OrigSim4Vcomp.jpg,1.6125
Simulated_V4\039_OrigSim4Vcomp.jpg,0.425
Simulated_V4\040_OrigSim4Vcomp.jpg,0.3
Simulated_V4\041_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\042_OrigSim4Vcomp.jpg,0.2375
Simulated_V4\043_OrigSim4Vcomp.jpg,0.175
Simulated_V4\044_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\045_OrigSim4Vcomp.jpg,0.425
Simulated_V4\046_OrigSim4Vcomp.jpg,0.8
Simulated_V4\047_OrigSim4Vcomp.jpg,1.2375
Simulated_V4\048_OrigSim4Vcomp.jpg,0.425
Simulated_V4\049_OrigSim4Vcomp.jpg,0.2375
Simulated_V4\050_OrigSim4Vcomp.jpg,0.425
Simulated_V4\051_OrigSim4Vcomp.jpg,0.425
Simulated_V4\052_OrigSim4Vcomp.jpg,0.9875
Simulated_V4\053_OrigSim4Vcomp.jpg,0.425
Simulated_V4\055_OrigSim4Vcomp.jpg,0.55
,
Simulated_V4\057_OrigSim4Vcomp.jpg,0.425
Simulated_V4\058_OrigSim4Vcomp.jpg,0.55
Simulated_V4\059_OrigSim4Vcomp.jpg,0.3
Simulated_V4\060_OrigSim4Vcomp.jpg,0.425
Simulated_V4\061_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\062_OrigSim4Vcomp.jpg,0.425
Simulated_V4\063_OrigSim4Vcomp.jpg,0.3
Simulated_V4\064_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\065_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\066_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\067_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\068_OrigSim4Vcomp.jpg,0.425
Simulated_V4\069_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\070_OrigSim4Vcomp.jpg,0.425
Simulated_V4\071_OrigSim4Vcomp.jpg,0.925
Simulated_V4\072_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\073_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\075_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\076_OrigSim4Vcomp.jpg,0.425
Simulated_V4\077_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\078_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\079_OrigSim4Vcomp.jpg,0.8625
Simulated_V4\080_OrigSim4Vcomp.jpg,0.425
Simulated_V4\081_OrigSim4Vcomp.jpg,0.55
Simulated_V4\082_OrigSim4Vcomp.jpg,0.425
Simulated_V4\084_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\085_OrigSim4Vcomp.jpg,0.425
Simulated_V4\087_OrigSim4Vcomp.jpg,0.425
Simulated_V4\088_OrigSim4Vcomp.jpg,0.55
Simulated_V4\089_OrigSim4Vcomp.jpg,0.55
Simulated_V4\090_OrigSim4Vcomp.jpg,0.8625
Simulated_V4\091_OrigSim4Vcomp.jpg,0.425
Simulated_V4\092_OrigSim4Vcomp.jpg,0.8
Simulated_V4\093_OrigSim4Vcomp.jpg,0.55
Simulated_V4\095_OrigSim4Vcomp.jpg,0.8
Simulated_V4\096_OrigSim4Vcomp.jpg,0.425
Simulated_V4\097_OrigSim4Vcomp.jpg,0.9875
Simulated_V4\099_OrigSim4Vcomp.jpg,0.55
Simulated_V4\100_OrigSim4Vcomp.jpg,0.675
Simulated_V4\103_OrigSim4Vcomp.jpg,0.9875
Simulated_V4\104_OrigSim4Vcomp.jpg,0.925
Simulated_V4\105_OrigSim4Vcomp.jpg,1.1125
Simulated_V4\106_OrigSim4Vcomp.jpg,0.925
Simulated_V4\107_OrigSim4Vcomp.jpg,0.8
Simulated_V4\108_OrigSim4Vcomp.jpg,0.8625
Simulated_V4\109_OrigSim4Vcomp.jpg,1.2375
Simulated_V4\110_OrigSim4Vcomp.jpg,1.3625
Simulated_V4\113_OrigSim4Vcomp.jpg,0.675
Simulated_V4\114_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\116_OrigSim4Vcomp.jpg,1.4875
Simulated_V4\117_OrigSim4Vcomp.jpg,1.925
Simulated_V4\118_OrigSim4Vcomp.jpg,2.925
Simulated_V4\119_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\120_OrigSim4Vcomp.jpg,0.425
Simulated_V4\121_OrigSim4Vcomp.jpg,1.8
Simulated_V4\125_OrigSim4Vcomp.jpg,1.425
Simulated_V4\126_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\128_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\130_OrigSim4Vcomp.jpg,2.8625
Simulated_V4\131_OrigSim4Vcomp.jpg,0.425
Simulated_V4\133_OrigSim4Vcomp.jpg,0.2375
Simulated_V4\134_OrigSim4Vcomp.jpg,1.175
Simulated_V4\135_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\140_OrigSim4Vcomp.jpg,0.675
Simulated_V4\142_OrigSim4Vcomp.jpg,0.425
Simulated_V4\143_OrigSim4Vcomp.jpg,1.2375
Simulated_V4\144_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\145_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\146_OrigSim4Vcomp.jpg,0.675
Simulated_V4\148_OrigSim4Vcomp.jpg,0.425
Simulated_V4\150_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\152_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\153_OrigSim4Vcomp.jpg,0.7375
Simulated_V4\154_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\155_OrigSim4Vcomp.jpg,0.175
Simulated_V4\156_OrigSim4Vcomp.jpg,0.3
Simulated_V4\157_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\158_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\159_OrigSim4Vcomp.jpg,0.55
Simulated_V4\160_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\161_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\162_OrigSim4Vcomp.jpg,0.3
Simulated_V4\163_OrigSim4Vcomp.jpg,0.675
Simulated_V4\165_OrigSim4Vcomp.jpg,0.675
Simulated_V4\166_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\167_OrigSim4Vcomp.jpg,0.425
Simulated_V4\168_OrigSim4Vcomp.jpg,0.425
Simulated_V4\169_OrigSim4Vcomp.jpg,0.2375
Simulated_V4\170_OrigSim4Vcomp.jpg,0.2375
Simulated_V4\171_OrigSim4Vcomp.jpg,0.925
Simulated_V4\172_OrigSim4Vcomp.jpg,2.425
Simulated_V4\173_OrigSim4Vcomp.jpg,0.425
Simulated_V4\174_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\175_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\181_OrigSim4Vcomp.jpg,0.425
Simulated_V4\184_OrigSim4Vcomp.jpg,0.9875
Simulated_V4\185_OrigSim4Vcomp.jpg,0.7375
Simulated_V4\188_OrigSim4Vcomp.jpg,0.675
Simulated_V4\193_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\195_OrigSim4Vcomp.jpg,0.675
Simulated_V4\196_OrigSim4Vcomp.jpg,0.8
Simulated_V4\198_OrigSim4Vcomp.jpg,0.675
Simulated_V4\199_OrigSim4Vcomp.jpg,0.675
Simulated_V4\202_OrigSim4Vcomp.jpg,1.6125
Simulated_V4\204_OrigSim4Vcomp.jpg,0.55
Simulated_V4\206_OrigSim4Vcomp.jpg,2.8
Simulated_V4\207_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\208_OrigSim4Vcomp.jpg,0.925
Simulated_V4\209_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\210_OrigSim4Vcomp.jpg,0.675
Simulated_V4\212_OrigSim4Vcomp.jpg,1.1125
Simulated_V4\213_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\214_OrigSim4Vcomp.jpg,1.3625
Simulated_V4\215_OrigSim4Vcomp.jpg,0.8
Simulated_V4\216_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\218_OrigSim4Vcomp.jpg,0.55
Simulated_V4\219_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\220_OrigSim4Vcomp.jpg,2.925
Simulated_V4\222_OrigSim4Vcomp.jpg,0.925
Simulated_V4\223_OrigSim4Vcomp.jpg,0.6125
Simulated_V4\224_OrigSim4Vcomp.jpg,0.425
Simulated_V4\225_OrigSim4Vcomp.jpg,2.925
Simulated_V4\226_OrigSim4Vcomp.jpg,0.3625
Simulated_V4\227_OrigSim4Vcomp.jpg,0.3
Simulated_V4\228_OrigSim4Vcomp.jpg,0.4875
Simulated_V4\229_OrigSim4Vcomp.jpg,0.3
Simulated_V4\230_OrigSim4Vcomp.jpg,0.4875
,
Simulated_V5\025_OrigSim5Vcomp.jpg,0.675
Simulated_V5\026_OrigSim5Vcomp.jpg,0.425
Simulated_V5\027_OrigSim5Vcomp.jpg,0.55
Simulated_V5\028_OrigSim5Vcomp.jpg,0.9875
Simulated_V5\029_OrigSim5Vcomp.jpg,0.8625
Simulated_V5\030_OrigSim5Vcomp.jpg,0.925
Simulated_V5\031_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\034_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\039_OrigSim5Vcomp.jpg,0.55
Simulated_V5\040_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\041_OrigSim5Vcomp.jpg,0.425
Simulated_V5\042_OrigSim5Vcomp.jpg,0.3
Simulated_V5\043_OrigSim5Vcomp.jpg,0.175
Simulated_V5\044_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\045_OrigSim5Vcomp.jpg,0.3
Simulated_V5\046_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\047_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\048_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\049_OrigSim5Vcomp.jpg,0.3
Simulated_V5\050_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\051_OrigSim5Vcomp.jpg,0.55
Simulated_V5\052_OrigSim5Vcomp.jpg,0.55
Simulated_V5\053_OrigSim5Vcomp.jpg,0.425
Simulated_V5\055_OrigSim5Vcomp.jpg,0.55
Simulated_V5\056_OrigSim5Vcomp.jpg,0.9875
Simulated_V5\057_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\058_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\059_OrigSim5Vcomp.jpg,0.2375
Simulated_V5\060_OrigSim5Vcomp.jpg,0.55
Simulated_V5\061_OrigSim5Vcomp.jpg,0.55
Simulated_V5\062_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\063_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\064_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\065_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\066_OrigSim5Vcomp.jpg,0.55
Simulated_V5\067_OrigSim5Vcomp.jpg,0.425
Simulated_V5\068_OrigSim5Vcomp.jpg,0.425
Simulated_V5\069_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\070_OrigSim5Vcomp.jpg,0.425
Simulated_V5\071_OrigSim5Vcomp.jpg,0.55
Simulated_V5\072_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\073_OrigSim5Vcomp.jpg,1.05
Simulated_V5\075_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\076_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\077_OrigSim5Vcomp.jpg,0.55
Simulated_V5\078_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\079_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\080_OrigSim5Vcomp.jpg,0.425
Simulated_V5\081_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\082_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\084_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\085_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\087_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\088_OrigSim5Vcomp.jpg,0.425
Simulated_V5\089_OrigSim5Vcomp.jpg,0.55
Simulated_V5\090_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\091_OrigSim5Vcomp.jpg,0.425
Simulated_V5\092_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\093_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\095_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\096_OrigSim5Vcomp.jpg,0.3
Simulated_V5\097_OrigSim5Vcomp.jpg,0.55
Simulated_V5\099_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\100_OrigSim5Vcomp.jpg,0.425
Simulated_V5\103_OrigSim5Vcomp.jpg,0.55
Simulated_V5\104_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\105_OrigSim5Vcomp.jpg,0.55
Simulated_V5\106_OrigSim5Vcomp.jpg,0.55
Simulated_V5\107_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\108_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\109_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\110_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\113_OrigSim5Vcomp.jpg,0.425
Simulated_V5\114_OrigSim5Vcomp.jpg,0.3
Simulated_V5\116_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\117_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\118_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\119_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\120_OrigSim5Vcomp.jpg,0.425
Simulated_V5\121_OrigSim5Vcomp.jpg,0.925
Simulated_V5\125_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\126_OrigSim5Vcomp.jpg,0.3
Simulated_V5\128_OrigSim5Vcomp.jpg,0.675
Simulated_V5\130_OrigSim5Vcomp.jpg,0.8
Simulated_V5\131_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\133_OrigSim5Vcomp.jpg,0.3
Simulated_V5\134_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\135_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\140_OrigSim5Vcomp.jpg,0.425
Simulated_V5\142_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\143_OrigSim5Vcomp.jpg,0.55
Simulated_V5\144_OrigSim5Vcomp.jpg,1.4875
Simulated_V5\145_OrigSim5Vcomp.jpg,0.425
Simulated_V5\146_OrigSim5Vcomp.jpg,0.8625
Simulated_V5\148_OrigSim5Vcomp.jpg,2.175
Simulated_V5\150_OrigSim5Vcomp.jpg,0.425
Simulated_V5\152_OrigSim5Vcomp.jpg,0.925
Simulated_V5\153_OrigSim5Vcomp.jpg,0.925
Simulated_V5\154_OrigSim5Vcomp.jpg,0.425
Simulated_V5\155_OrigSim5Vcomp.jpg,0.175
Simulated_V5\156_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\157_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\158_OrigSim5Vcomp.jpg,0.425
Simulated_V5\159_OrigSim5Vcomp.jpg,1.8625
Simulated_V5\160_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\161_OrigSim5Vcomp.jpg,0.925
Simulated_V5\162_OrigSim5Vcomp.jpg,0.3
Simulated_V5\163_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\165_OrigSim5Vcomp.jpg,0.8
Simulated_V5\166_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\167_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\168_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\169_OrigSim5Vcomp.jpg,0.3
Simulated_V5\170_OrigSim5Vcomp.jpg,0.3
Simulated_V5\171_OrigSim5Vcomp.jpg,0.55
Simulated_V5\172_OrigSim5Vcomp.jpg,0.8
Simulated_V5\173_OrigSim5Vcomp.jpg,0.3
Simulated_V5\174_OrigSim5Vcomp.jpg,0.3
Simulated_V5\175_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\181_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\184_OrigSim5Vcomp.jpg,0.55
Simulated_V5\185_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\188_OrigSim5Vcomp.jpg,0.425
Simulated_V5\193_OrigSim5Vcomp.jpg,0.3
Simulated_V5\195_OrigSim5Vcomp.jpg,0.425
Simulated_V5\196_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\198_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\199_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\202_OrigSim5Vcomp.jpg,0.675
Simulated_V5\204_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\206_OrigSim5Vcomp.jpg,0.7375
Simulated_V5\207_OrigSim5Vcomp.jpg,0.425
Simulated_V5\208_OrigSim5Vcomp.jpg,0.55
Simulated_V5\209_OrigSim5Vcomp.jpg,0.3
Simulated_V5\210_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\212_OrigSim5Vcomp.jpg,0.6125
Simulated_V5\213_OrigSim5Vcomp.jpg,0.3
Simulated_V5\214_OrigSim5Vcomp.jpg,0.55
Simulated_V5\215_OrigSim5Vcomp.jpg,0.4875
Simulated_V5\216_OrigSim5Vcomp.jpg,0.3
Simulated_V5\218_OrigSim5Vcomp.jpg,0.3
Simulated_V5\219_OrigSim5Vcomp.jpg,0.2375
Simulated_V5\220_OrigSim5Vcomp.jpg,0.925
Simulated_V5\222_OrigSim5Vcomp.jpg,0.55
Simulated_V5\223_OrigSim5Vcomp.jpg,0.425
Simulated_V5\224_OrigSim5Vcomp.jpg,0.3
Simulated_V5\225_OrigSim5Vcomp.jpg,0.8625
Simulated_V5\226_OrigSim5Vcomp.jpg,0.3
Simulated_V5\227_OrigSim5Vcomp.jpg,0.3625
Simulated_V5\228_OrigSim5Vcomp.jpg,0.3
Simulated_V5\229_OrigSim5Vcomp.jpg,0.2375
Simulated_V5\230_OrigSim5Vcomp.jpg,0.3
,
Simulated_V6\025_OrigSim6Vcomp.jpg,0.55
Simulated_V6\026_OrigSim6Vcomp.jpg,0.425
Simulated_V6\027_OrigSim6Vcomp.jpg,0.425
Simulated_V6\028_OrigSim6Vcomp.jpg,0.8625
Simulated_V6\029_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\030_OrigSim6Vcomp.jpg,0.55
Simulated_V6\031_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\034_OrigSim6Vcomp.jpg,0.675
Simulated_V6\039_OrigSim6Vcomp.jpg,0.425
Simulated_V6\040_OrigSim6Vcomp.jpg,0.3
Simulated_V6\041_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\042_OrigSim6Vcomp.jpg,0.3
Simulated_V6\043_OrigSim6Vcomp.jpg,0.175
Simulated_V6\044_OrigSim6Vcomp.jpg,0.3
Simulated_V6\045_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\046_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\047_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\048_OrigSim6Vcomp.jpg,0.425
Simulated_V6\049_OrigSim6Vcomp.jpg,0.3
Simulated_V6\050_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\051_OrigSim6Vcomp.jpg,0.425
Simulated_V6\052_OrigSim6Vcomp.jpg,0.55
Simulated_V6\053_OrigSim6Vcomp.jpg,0.425
Simulated_V6\055_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\056_OrigSim6Vcomp.jpg,0.8
Simulated_V6\057_OrigSim6Vcomp.jpg,0.425
Simulated_V6\058_OrigSim6Vcomp.jpg,0.55
Simulated_V6\059_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\060_OrigSim6Vcomp.jpg,0.425
Simulated_V6\061_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\062_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\063_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\064_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\065_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\066_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\067_OrigSim6Vcomp.jpg,0.425
Simulated_V6\068_OrigSim6Vcomp.jpg,0.425
Simulated_V6\069_OrigSim6Vcomp.jpg,0.425
Simulated_V6\070_OrigSim6Vcomp.jpg,0.425
Simulated_V6\071_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\072_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\073_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\075_OrigSim6Vcomp.jpg,0.3
Simulated_V6\076_OrigSim6Vcomp.jpg,0.425
Simulated_V6\077_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\078_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\079_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\080_OrigSim6Vcomp.jpg,0.425
Simulated_V6\081_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\082_OrigSim6Vcomp.jpg,0.425
Simulated_V6\084_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\085_OrigSim6Vcomp.jpg,0.425
Simulated_V6\087_OrigSim6Vcomp.jpg,0.425
Simulated_V6\088_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\089_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\090_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\091_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\092_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\093_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\095_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\096_OrigSim6Vcomp.jpg,0.3
Simulated_V6\097_OrigSim6Vcomp.jpg,0.55
Simulated_V6\099_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\100_OrigSim6Vcomp.jpg,0.425
Simulated_V6\103_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\104_OrigSim6Vcomp.jpg,0.55
Simulated_V6\105_OrigSim6Vcomp.jpg,0.55
Simulated_V6\106_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\107_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\108_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\109_OrigSim6Vcomp.jpg,0.55
Simulated_V6\110_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\113_OrigSim6Vcomp.jpg,0.425
Simulated_V6\114_OrigSim6Vcomp.jpg,0.3
Simulated_V6\116_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\117_OrigSim6Vcomp.jpg,0.675
Simulated_V6\118_OrigSim6Vcomp.jpg,0.7375
Simulated_V6\119_OrigSim6Vcomp.jpg,0.3
Simulated_V6\120_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\121_OrigSim6Vcomp.jpg,0.7375
Simulated_V6\125_OrigSim6Vcomp.jpg,0.675
Simulated_V6\126_OrigSim6Vcomp.jpg,0.3
Simulated_V6\128_OrigSim6Vcomp.jpg,0.7375
Simulated_V6\130_OrigSim6Vcomp.jpg,0.8
Simulated_V6\131_OrigSim6Vcomp.jpg,0.425
Simulated_V6\133_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\134_OrigSim6Vcomp.jpg,0.55
Simulated_V6\135_OrigSim6Vcomp.jpg,0.55
Simulated_V6\140_OrigSim6Vcomp.jpg,0.425
Simulated_V6\142_OrigSim6Vcomp.jpg,0.3
Simulated_V6\143_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\144_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\145_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\146_OrigSim6Vcomp.jpg,0.7375
Simulated_V6\148_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\150_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\152_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\153_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\154_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\155_OrigSim6Vcomp.jpg,0.175
Simulated_V6\156_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\157_OrigSim6Vcomp.jpg,0.3
Simulated_V6\158_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\159_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\160_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\161_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\162_OrigSim6Vcomp.jpg,0.3
Simulated_V6\163_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\165_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\166_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\167_OrigSim6Vcomp.jpg,0.425
Simulated_V6\168_OrigSim6Vcomp.jpg,0.425
Simulated_V6\169_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\170_OrigSim6Vcomp.jpg,0.3
Simulated_V6\171_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\172_OrigSim6Vcomp.jpg,0.7375
Simulated_V6\173_OrigSim6Vcomp.jpg,0.3
Simulated_V6\174_OrigSim6Vcomp.jpg,0.3
Simulated_V6\175_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\181_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\184_OrigSim6Vcomp.jpg,0.55
Simulated_V6\185_OrigSim6Vcomp.jpg,0.425
Simulated_V6\188_OrigSim6Vcomp.jpg,0.425
Simulated_V6\193_OrigSim6Vcomp.jpg,0.3
Simulated_V6\195_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\196_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\198_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\199_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\202_OrigSim6Vcomp.jpg,0.675
Simulated_V6\204_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\206_OrigSim6Vcomp.jpg,0.7375
Simulated_V6\207_OrigSim6Vcomp.jpg,0.425
Simulated_V6\208_OrigSim6Vcomp.jpg,0.55
Simulated_V6\209_OrigSim6Vcomp.jpg,0.3
Simulated_V6\210_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\212_OrigSim6Vcomp.jpg,0.6125
Simulated_V6\213_OrigSim6Vcomp.jpg,0.3
Simulated_V6\214_OrigSim6Vcomp.jpg,0.55
Simulated_V6\215_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\216_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\218_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\219_OrigSim6Vcomp.jpg,0.3
Simulated_V6\220_OrigSim6Vcomp.jpg,0.8625
Simulated_V6\222_OrigSim6Vcomp.jpg,0.4875
Simulated_V6\223_OrigSim6Vcomp.jpg,0.425
Simulated_V6\224_OrigSim6Vcomp.jpg,0.3
Simulated_V6\225_OrigSim6Vcomp.jpg,0.8
Simulated_V6\226_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\227_OrigSim6Vcomp.jpg,0.3
Simulated_V6\228_OrigSim6Vcomp.jpg,0.3625
Simulated_V6\229_OrigSim6Vcomp.jpg,0.2375
Simulated_V6\230_OrigSim6Vcomp.jpg,0.3
,
Simulated_V7\025_OrigSim7Vcomp.jpg,0.55
Simulated_V7\026_OrigSim7Vcomp.jpg,0.4875
Simulated_V7\027_OrigSim7Vcomp.jpg,0.55
Simulated_V7\028_OrigSim7Vcomp.jpg,1.4875
Simulated_V7\029_OrigSim7Vcomp.jpg,0.55
